customerid,contract,total_charges,monthly_charges,tenure,tenure_bucket,churn_flag,payment_method,calls_last_90d,unresolved_calls_90d,avg_resolution_time,avg_payment,missing_method_count,last_payment_date
1902-XBTFB,month-to-month,2001.5,89.4,22,12-24,True,Electronic check,,,,89.4,0,2022-12-28
1676-MQAOA,two year,5336.35,75.1,72,48+,False,Bank transfer (automatic),,,,75.1,0,2022-12-15
0786-IVLAW,one year,7238.6,108.1,66,48+,False,Bank transfer (automatic),,,,108.1,0,2022-12-10
7566-DSRLQ,two year,7998.8,110.15,72,48+,False,Electronic check,,,,110.15,0,2022-12-16
0643-OKLRP,month-to-month,3825.85,80.35,47,24-48,True,Electronic check,,,,80.35,0,2022-12-21
7245-JMTTQ,one year,5703.25,111.5,51,48+,False,Electronic check,,,,111.5,0,2022-12-23
6050-IJRHS,one year,7397.0,106.5,70,48+,False,Electronic check,,,,106.5,0,2022-12-15
6202-JVYEU,one year,164.6,19.9,9,6-12,False,Electronic check,,,,19.9,0,2022-12-05
8591-TKMZH,two year,6555.2,111.1,59,48+,False,Mailed check,,,,111.1,0,2022-12-20
0734-OXWBT,month-to-month,225.65,70.7,3,0-6,False,Mailed check,,,,70.7,0,2022-12-20
4282-ACRXS,month-to-month,955.75,24.85,38,24-48,False,Electronic check,,,,24.85,0,2022-12-04
0365-TRTPY,month-to-month,3382.3,91.2,37,24-48,False,Bank transfer (automatic),,,,91.2,0,2022-12-21
7349-ALMUX,two year,2313.8,65.6,37,24-48,False,Bank transfer (automatic),,,,65.6,0,2022-12-16
9381-NDKME,month-to-month,933.3,40.65,24,24-48,True,Credit card (automatic),,,,40.65,0,2022-12-16
6502-KUGLL,month-to-month,780.85,59.45,14,12-24,False,Bank transfer (automatic),1.0,0.0,25.5,59.45,0,2022-12-09
1841-YSJGV,two year,7852.4,109.95,72,48+,False,Credit card (automatic),,,,109.95,0,2022-12-05
2794-XIMMO,one year,3184.25,60.45,53,48+,True,Electronic check,,,,60.45,0,2022-12-12
8382-SHQEH,month-to-month,764.95,84.9,8,6-12,True,Electronic check,,,,84.9,0,2022-12-23
3511-BFTJW,two year,2763.0,38.5,72,48+,False,Credit card (automatic),,,,38.5,0,2022-12-19
7668-XCFYV,month-to-month,1614.7,92.55,17,12-24,False,Electronic check,,,,92.55,0,2022-12-07
2983-ZANRP,month-to-month,145.4,73.55,2,0-6,True,Bank transfer (automatic),,,,73.55,0,2022-12-12
7845-URHJN,month-to-month,156.25,20.15,8,6-12,True,Bank transfer (automatic),,,,20.15,0,2022-12-28
3034-ZBEQN,one year,1604.5,34.7,48,48+,True,Mailed check,,,,34.7,0,2022-12-08
5018-HEKFO,month-to-month,270.15,24.5,10,6-12,False,Mailed check,,,,24.5,0,2022-12-21
3976-NLDEZ,month-to-month,20.6,20.6,1,0-6,False,Mailed check,,,,20.6,0,2022-12-05
2282-YGNOR,one year,1734.5,58.0,29,24-48,False,Credit card (automatic),,,,58.0,0,2022-12-15
5336-UFNZP,one year,7047.5,107.45,65,48+,False,Electronic check,,,,107.45,0,2022-12-14
6854-EXGSF,month-to-month,573.15,65.5,8,6-12,False,Bank transfer (automatic),,,,65.5,0,2022-12-20
1241-EZFMJ,two year,1538.6,25.45,61,48+,False,Bank transfer (automatic),,,,25.45,0,2022-12-26
9233-PSYHO,one year,4459.8,100.15,45,24-48,False,Bank transfer (automatic),1.0,2.0,56.25,100.15,0,2022-12-09
5376-PCKNB,one year,7459.0,104.45,72,48+,False,Credit card (automatic),1.0,1.0,31.25,104.45,0,2022-12-07
8044-BGWPI,month-to-month,306.05,21.15,12,12-24,False,Electronic check,,,,21.15,0,2022-12-17
4060-LDNLU,month-to-month,639.7,96.2,7,6-12,False,Electronic check,2.0,2.0,26.2,96.2,0,2022-12-23
3589-PPVKW,month-to-month,348.15,44.4,9,6-12,False,Mailed check,,,,44.4,0,2022-12-22
8327-LZKAS,one year,4533.9,107.55,43,24-48,True,Electronic check,0.0,0.0,30.0,107.55,0,2022-12-21
5887-IKKYO,two year,5563.65,94.35,58,48+,False,Bank transfer (automatic),,,,94.35,0,2022-12-03
1075-BGWOH,month-to-month,1587.55,98.75,16,12-24,True,Electronic check,,,,98.75,0,2022-12-07
1755-RMCXH,month-to-month,40.25,20.3,2,0-6,False,Mailed check,,,,20.3,0,2022-12-22
0302-JOIVN,month-to-month,842.9,101.15,8,6-12,True,Electronic check,,,,101.15,0,2022-12-13
3858-XHYJO,one year,4228.55,105.75,40,24-48,False,Bank transfer (automatic),,,,105.75,0,2022-12-03
4299-SIMNS,month-to-month,784.45,81.15,9,6-12,False,Electronic check,,,,81.15,0,2022-12-26
6261-LHRTG,month-to-month,1406.9,54.75,26,24-48,False,Credit card (automatic),,,,54.75,0,2022-12-23
7841-FCRQD,one year,1857.3,53.75,33,24-48,False,Credit card (automatic),0.0,1.0,17.0,53.75,0,2022-12-07
2056-EVGZL,one year,7322.5,105.75,68,48+,False,Credit card (automatic),,,,105.75,0,2022-12-26
8777-MBMTS,two year,6725.5,105.85,65,48+,False,Credit card (automatic),,,,105.85,0,2022-12-08
7753-USQYQ,one year,3627.3,64.2,55,48+,False,Electronic check,,,,64.2,0,2022-12-21
5366-IJEQJ,month-to-month,1761.45,88.7,20,12-24,True,Electronic check,,,,88.7,0,2022-12-22
7661-CPURM,one year,1725.95,87.7,19,12-24,False,Credit card (automatic),,,,87.7,0,2022-12-14
6233-HXJMX,month-to-month,4192.15,89.3,45,24-48,False,Credit card (automatic),,,,89.3,0,2022-12-04
5902-WBLSE,two year,1411.2,20.15,70,48+,False,Credit card (automatic),,,,20.15,0,2022-12-25
1981-INRFU,month-to-month,164.5,79.75,2,0-6,True,Electronic check,,,,79.75,0,2022-12-02
4971-PUYQO,month-to-month,2724.6,94.55,27,24-48,True,Mailed check,,,,94.55,0,2022-12-03
3239-TPHPZ,two year,264.55,20.05,12,12-24,False,Electronic check,,,,20.05,0,2022-12-22
5115-GZDEL,two year,4671.7,67.2,72,48+,False,Credit card (automatic),,,,67.2,0,2022-12-15
3338-CVVEH,month-to-month,1173.55,94.55,12,12-24,False,Electronic check,,,,94.55,0,2022-12-04
8485-GJCDN,month-to-month,318.5,69.05,5,0-6,True,Mailed check,,,,69.05,0,2022-12-04
2615-YVMYX,month-to-month,7713.55,107.5,71,48+,False,Electronic check,,,,107.5,0,2022-12-21
2851-STERV,one year,2471.25,73.0,35,24-48,False,Electronic check,,,,73.0,0,2022-12-11
4393-GEADV,two year,7842.3,114.75,70,48+,False,Credit card (automatic),,,,114.75,0,2022-12-05
8486-AYEQH,month-to-month,2227.8,76.05,31,24-48,False,Electronic check,0.0,1.0,28.0,76.05,0,2022-12-25
1527-SXDPN,two year,4990.25,96.25,52,48+,True,Bank transfer (automatic),,,,96.25,0,2022-12-06
6029-WTIPC,month-to-month,3744.05,101.1,37,24-48,True,Electronic check,,,,101.1,0,2022-12-15
8634-CILSZ,one year,7220.35,104.7,69,48+,True,Bank transfer (automatic),0.0,1.0,60.0,104.7,0,2022-12-19
5419-JKZNQ,month-to-month,2351.45,77.9,30,24-48,False,Mailed check,0.0,1.0,41.0,77.9,0,2022-12-04
2495-KZNFB,month-to-month,2989.6,90.65,33,24-48,False,Electronic check,,,,90.65,0,2022-12-21
1409-PHXTF,two year,6077.75,110.45,54,48+,False,Electronic check,,,,110.45,0,2022-12-25
4560-WQAQW,one year,4070.95,68.7,59,48+,False,Bank transfer (automatic),,,,68.7,0,2022-12-27
9591-YVTEB,month-to-month,2479.05,44.85,55,48+,False,Electronic check,,,,44.85,0,2022-12-04
9309-BZGNT,one year,2134.3,29.8,69,48+,False,Credit card (automatic),,,,29.8,0,2022-12-12
4274-DRSQT,one year,6000.1,88.9,66,48+,False,Bank transfer (automatic),1.0,0.0,32.33,88.9,0,2022-12-03
2027-DNKIV,one year,2203.1,58.75,37,24-48,False,Mailed check,,,,58.75,0,2022-12-24
8075-GXIUB,one year,183.15,19.85,9,6-12,False,Credit card (automatic),,,,19.85,0,2022-12-19
2885-HIJDH,two year,6194.1,86.9,69,48+,False,Bank transfer (automatic),,,,86.9,0,2022-12-15
5424-RLQLC,month-to-month,638.95,59.65,10,6-12,False,Mailed check,,,,59.65,0,2022-12-15
6682-QJDGB,month-to-month,2139.2,55.25,40,24-48,True,Mailed check,,,,55.25,0,2022-12-20
6507-DTJZV,month-to-month,831.75,66.4,13,12-24,False,Credit card (automatic),,,,66.4,0,2022-12-03
8780-IXSTS,month-to-month,521.3,90.1,6,6-12,True,Electronic check,,,,90.1,0,2022-12-13
7673-BQGKU,two year,1337.5,20.15,69,48+,False,Bank transfer (automatic),,,,20.15,0,2022-12-21
6723-WSNTY,one year,7181.95,108.1,66,48+,False,Credit card (automatic),,,,108.1,0,2022-12-19
9530-EHPOH,month-to-month,608.0,53.75,11,6-12,True,Electronic check,,,,53.75,0,2022-12-06
2725-IWWBA,one year,2560.1,56.9,46,24-48,False,Mailed check,0.0,0.0,51.0,56.9,0,2022-12-13
0345-HKJVM,month-to-month,577.6,89.3,6,6-12,True,Electronic check,,,,89.3,0,2022-12-19
1061-PNTHC,month-to-month,5953.0,109.6,56,48+,False,Mailed check,,,,109.6,0,2022-12-13
0394-YONDK,two year,1790.15,25.15,70,48+,False,Credit card (automatic),,,,25.15,0,2022-12-08
6574-MCOEH,one year,2531.4,79.15,33,24-48,False,Electronic check,,,,79.15,0,2022-12-12
7399-QHBJS,two year,4760.3,66.75,72,48+,False,Credit card (automatic),,,,66.75,0,2022-12-25
3049-SOLAY,month-to-month,292.85,95.2,3,0-6,True,Electronic check,2.0,1.0,51.5,95.2,0,2022-12-22
0997-YTLNY,month-to-month,953.65,48.8,19,12-24,False,Mailed check,,,,48.8,0,2022-12-11
3317-HRTNN,month-to-month,198.0,45.7,5,0-6,True,Electronic check,,,,45.7,0,2022-12-09
9479-HYNYL,two year,5705.05,80.7,71,48+,False,Credit card (automatic),,,,80.7,0,2022-12-17
3235-ETOOB,month-to-month,609.9,74.5,8,6-12,True,Electronic check,1.0,0.0,19.0,74.5,0,2022-12-03
9708-KFDBY,month-to-month,20.55,20.55,1,0-6,False,Credit card (automatic),1.0,1.0,22.5,20.55,0,2022-12-08
8058-INTPH,month-to-month,79.65,79.65,1,0-6,True,Electronic check,,,,79.65,0,2022-12-27
3642-GKTCT,one year,6993.65,115.1,61,48+,False,Mailed check,,,,115.1,0,2022-12-02
0774-RMNUW,two year,4122.65,59.7,71,48+,False,Bank transfer (automatic),,,,59.7,0,2022-12-07
1334-PDUKM,one year,5762.95,86.45,68,48+,False,Credit card (automatic),1.0,1.0,9.0,86.45,0,2022-12-17
0756-MPZRL,one year,1537.85,33.7,46,24-48,False,Credit card (automatic),,,,33.7,0,2022-12-03
2242-MFOTG,one year,2603.3,80.1,33,24-48,False,Bank transfer (automatic),,,,80.1,0,2022-12-15
2927-CVULT,two year,5566.4,104.05,53,48+,False,Bank transfer (automatic),,,,104.05,0,2022-12-26
2144-BFDSO,month-to-month,5431.9,108.75,50,48+,False,Bank transfer (automatic),0.0,0.0,51.0,108.75,0,2022-12-02
8745-PVESG,one year,2258.25,41.1,57,48+,False,Credit card (automatic),,,,41.1,0,2022-12-03
7647-GYYKX,two year,1092.35,20.35,54,48+,False,Bank transfer (automatic),,,,20.35,0,2022-12-04
5647-FXOTP,month-to-month,6401.25,105.9,60,48+,False,Electronic check,,,,105.9,0,2022-12-13
5569-OUICF,month-to-month,2812.2,101.3,28,24-48,True,Credit card (automatic),,,,101.3,0,2022-12-18
8821-XNHVZ,month-to-month,80.05,80.05,1,0-6,True,Mailed check,,,,80.05,0,2022-12-18
2082-OJVTK,month-to-month,2698.35,89.2,29,24-48,True,Electronic check,,,,89.2,0,2022-12-28
9700-ISPUP,month-to-month,616.9,65.5,10,6-12,False,Electronic check,,,,65.5,0,2022-12-01
9839-ETQOE,month-to-month,1912.85,40.45,43,24-48,False,Electronic check,,,,40.45,0,2022-12-09
6078-VESFR,month-to-month,849.1,70.45,13,12-24,False,Bank transfer (automatic),,,,70.45,0,2022-12-08
9027-TMATR,two year,3460.3,78.8,43,24-48,False,Electronic check,,,,78.8,0,2022-12-17
5940-NFXKV,month-to-month,1465.75,83.65,19,12-24,True,Electronic check,,,,83.65,0,2022-12-28
1941-HOSAM,month-to-month,90.1,90.1,1,0-6,False,Electronic check,,,,90.1,0,2022-12-06
9110-HSGTV,two year,5555.3,82.45,69,48+,False,Credit card (automatic),,,,82.45,0,2022-12-03
0704-VCUMB,two year,1278.8,20.25,61,48+,False,Credit card (automatic),,,,20.25,0,2022-12-14
6171-ZTVYB,month-to-month,2907.35,66.25,43,24-48,False,Bank transfer (automatic),,,,66.25,0,2022-12-01
8053-WWDRO,month-to-month,146.3,19.5,6,6-12,True,Bank transfer (automatic),,,,19.5,0,2022-12-06
9564-KCLHR,month-to-month,51.25,51.25,1,0-6,True,Mailed check,2.0,1.0,24.4,51.25,0,2022-12-15
1935-IMVBB,month-to-month,4952.95,89.7,56,48+,False,Mailed check,,,,89.7,0,2022-12-27
2535-PBCGC,two year,4504.9,64.55,70,48+,False,Bank transfer (automatic),,,,64.55,0,2022-12-19
2082-CEFLT,month-to-month,45.6,45.6,1,0-6,True,Electronic check,,,,45.6,0,2022-12-26
1470-PSXNM,one year,4520.15,93.65,49,48+,False,Electronic check,,,,93.65,0,2022-12-07
1213-NGCUN,month-to-month,267.35,49.65,6,6-12,True,Bank transfer (automatic),,,,49.65,0,2022-12-17
2498-XLDZR,two year,2316.85,73.6,32,24-48,False,Mailed check,,,,73.6,0,2022-12-07
9866-OCCKE,two year,8075.35,109.75,72,48+,False,Mailed check,,,,109.75,0,2022-12-08
5338-YHWYT,two year,2302.35,61.45,37,24-48,False,Credit card (automatic),1.0,2.0,23.0,61.45,0,2022-12-26
7718-UPSKJ,one year,7251.9,106.4,69,48+,False,Credit card (automatic),2.0,0.0,36.4,106.4,0,2022-12-04
8731-WBBMB,month-to-month,2078.55,81.9,26,24-48,False,Bank transfer (automatic),0.0,2.0,52.0,81.9,0,2022-12-08
1448-CYWKC,one year,6225.4,105.2,58,48+,False,Credit card (automatic),0.0,1.0,22.33,105.2,0,2022-12-01
7901-IIDQV,one year,1242.25,54.6,24,24-48,False,Bank transfer (automatic),,,,54.6,0,2022-12-14
2690-DVRVK,one year,99.45,20.55,5,0-6,False,Electronic check,1.0,2.0,25.8,20.55,0,2022-12-17
5688-KZTSN,month-to-month,288.05,20.0,15,12-24,True,Electronic check,,,,20.0,0,2022-12-17
1270-XKUCC,two year,599.25,19.7,30,24-48,False,Mailed check,,,,19.7,0,2022-12-22
0334-ZFJSR,one year,3462.1,66.05,55,48+,False,Credit card (automatic),,,,66.05,0,2022-12-14
2894-QOJRX,month-to-month,853.0,34.0,25,24-48,True,Bank transfer (automatic),,,,34.0,0,2022-12-02
5747-PMBSQ,month-to-month,934.1,92.5,10,6-12,True,Mailed check,,,,92.5,0,2022-12-19
5583-EJXRD,two year,2375.2,54.05,44,24-48,False,Credit card (automatic),,,,54.05,0,2022-12-17
4565-EVZMJ,one year,2813.05,58.9,47,24-48,False,Mailed check,,,,58.9,0,2022-12-27
3143-JQEGI,month-to-month,1222.8,88.35,13,12-24,True,Electronic check,,,,88.35,0,2022-12-07
6386-SZZKH,two year,5293.2,107.95,49,48+,True,Bank transfer (automatic),1.0,1.0,37.5,107.95,0,2022-12-07
3327-YBAKM,one year,6314.35,96.9,64,48+,False,Mailed check,,,,96.9,0,2022-12-06
9441-QHEVC,month-to-month,19.1,19.1,1,0-6,False,Mailed check,1.0,0.0,20.5,19.1,0,2022-12-02
6705-LNMDD,month-to-month,1003.05,50.0,20,12-24,False,Mailed check,,,,50.0,0,2022-12-07
2580-ASVVY,two year,1593.1,45.4,37,24-48,False,Electronic check,,,,45.4,0,2022-12-28
3370-GQEAL,month-to-month,2509.95,85.45,30,24-48,False,Electronic check,0.0,0.0,48.0,85.45,0,2022-12-28
5032-USPKF,one year,3187.65,84.1,38,24-48,False,Bank transfer (automatic),,,,84.1,0,2022-12-08
2982-IHMFT,month-to-month,74.45,74.45,1,0-6,True,Mailed check,,,,74.45,0,2022-12-10
3521-SYVOR,month-to-month,2345.2,64.75,37,24-48,True,Electronic check,,,,64.75,0,2022-12-20
4254-QPEDE,two year,3330.1,66.25,52,48+,False,Credit card (automatic),,,,66.25,0,2022-12-25
6283-GITPX,two year,5522.7,76.9,71,48+,False,Credit card (automatic),,,,76.9,0,2022-12-19
9526-JAWYF,month-to-month,2335.3,89.8,26,24-48,True,Electronic check,,,,89.8,0,2022-12-20
0771-CHWSK,two year,4798.4,74.6,66,48+,False,Credit card (automatic),,,,74.6,0,2022-12-11
9788-HNGUT,two year,8594.4,116.95,72,48+,False,Credit card (automatic),,,,116.95,0,2022-12-01
9495-REDIY,one year,970.55,40.65,25,24-48,False,Credit card (automatic),,,,40.65,0,2022-12-26
5375-XLDOF,two year,7665.8,114.35,69,48+,False,Bank transfer (automatic),,,,114.35,0,2022-12-23
1172-VIYBP,two year,3686.05,69.7,53,48+,False,Bank transfer (automatic),,,,69.7,0,2022-12-11
5649-VUKMC,one year,1115.15,95.5,12,12-24,True,Mailed check,,,,95.5,0,2022-12-11
6559-PDZLR,month-to-month,2537.0,98.65,26,24-48,False,Electronic check,,,,98.65,0,2022-12-27
8992-OBVDG,month-to-month,1393.6,61.65,21,12-24,False,Mailed check,0.0,0.0,30.0,61.65,0,2022-12-09
4273-MBHYA,month-to-month,89.35,89.35,1,0-6,False,Electronic check,,,,89.35,0,2022-12-21
4724-WXVWF,month-to-month,4445.3,95.4,48,48+,False,Electronic check,,,,95.4,0,2022-12-27
5701-GUXDC,one year,978.6,35.4,26,24-48,False,Credit card (automatic),,,,35.4,0,2022-12-28
1460-UZPRJ,two year,1258.15,19.95,60,48+,False,Mailed check,,,,19.95,0,2022-12-05
6082-GLJIX,month-to-month,331.35,19.25,18,12-24,False,Mailed check,,,,19.25,0,2022-12-10
5143-EGQFK,month-to-month,291.4,29.65,10,6-12,True,Electronic check,,,,29.65,0,2022-12-06
4919-IKATY,month-to-month,453.75,84.5,5,0-6,True,Electronic check,1.0,2.0,27.5,84.5,0,2022-12-07
2495-TTHBQ,one year,84.75,20.4,4,0-6,False,Mailed check,,,,20.4,0,2022-12-21
0485-ZBSLN,two year,1715.1,24.75,65,48+,False,Credit card (automatic),,,,24.75,0,2022-12-07
3810-PJUHR,two year,1715.15,25.35,70,48+,False,Mailed check,,,,25.35,0,2022-12-14
9050-QLROH,month-to-month,1597.25,90.7,18,12-24,True,Credit card (automatic),,,,90.7,0,2022-12-27
0847-HGRML,two year,1250.1,20.0,62,48+,False,Bank transfer (automatic),,,,20.0,0,2022-12-04
8232-CTLKO,two year,3996.8,59.75,66,48+,False,Electronic check,,,,59.75,0,2022-12-06
9227-YBAXE,two year,5215.1,82.5,65,48+,False,Bank transfer (automatic),,,,82.5,0,2022-12-07
6168-WFVVF,month-to-month,235.5,70.3,3,0-6,True,Electronic check,,,,70.3,0,2022-12-22
9860-LISIZ,month-to-month,673.2,20.35,34,24-48,False,Mailed check,,,,20.35,0,2022-12-06
0112-QAWRZ,month-to-month,1442.2,90.8,16,12-24,False,Bank transfer (automatic),,,,90.8,0,2022-12-21
0877-SDMBN,one year,5639.05,103.95,54,48+,True,Bank transfer (automatic),,,,103.95,0,2022-12-10
2786-GCDPI,month-to-month,5222.35,104.95,50,48+,False,Electronic check,1.0,1.0,33.2,104.95,0,2022-12-19
4043-MKDTV,two year,7291.75,105.25,71,48+,False,Electronic check,,,,105.25,0,2022-12-18
8065-YKXKD,month-to-month,799.65,74.75,10,6-12,True,Electronic check,,,,74.75,0,2022-12-27
9637-EIHEQ,month-to-month,50.8,50.8,1,0-6,True,Electronic check,2.0,2.0,39.2,50.8,0,2022-12-21
9229-RQABD,one year,424.5,23.75,18,12-24,False,Mailed check,,,,23.75,0,2022-12-15
8313-KTIHG,month-to-month,249.4,61.3,4,0-6,False,Electronic check,,,,61.3,0,2022-12-01
5320-BRKGK,two year,4415.75,75.8,58,48+,False,Mailed check,,,,75.8,0,2022-12-19
6284-KMNUF,one year,5270.6,98.0,56,48+,False,Electronic check,,,,98.0,0,2022-12-28
9689-PTNPG,month-to-month,144.55,80.25,2,0-6,True,Electronic check,,,,80.25,0,2022-12-23
9465-RWMXL,month-to-month,2447.95,78.9,32,24-48,True,Electronic check,,,,78.9,0,2022-12-26
6229-UOLQL,one year,2884.9,52.0,56,48+,False,Mailed check,2.0,1.0,26.33,52.0,0,2022-12-25
2362-IBOOY,month-to-month,3050.15,84.75,36,24-48,True,Electronic check,,,,84.75,0,2022-12-06
3137-LUPIX,month-to-month,253.0,64.4,4,0-6,False,Mailed check,,,,64.4,0,2022-12-24
0843-WTBXE,month-to-month,4517.25,85.45,53,48+,True,Bank transfer (automatic),,,,85.45,0,2022-12-02
6143-JQKEA,month-to-month,436.2,45.8,10,6-12,False,Credit card (automatic),,,,45.8,0,2022-12-02
8676-OOQEJ,month-to-month,118.4,30.5,4,0-6,False,Electronic check,,,,30.5,0,2022-12-15
5515-IDEJJ,month-to-month,19.9,19.9,1,0-6,True,Mailed check,,,,19.9,0,2022-12-10
9701-CDXHR,month-to-month,3649.6,69.15,51,48+,False,Mailed check,,,,69.15,0,2022-12-09
7450-NWRTR,month-to-month,1200.15,99.45,12,12-24,True,Electronic check,,,,99.45,0,2022-12-26
8124-NZVGJ,one year,255.6,49.25,6,6-12,False,Mailed check,2.0,1.0,29.8,49.25,0,2022-12-21
2162-FRZAA,two year,2395.05,39.35,63,48+,False,Bank transfer (automatic),0.0,2.0,31.67,39.35,0,2022-12-04
5376-DEQCP,month-to-month,70.6,70.6,1,0-6,True,Electronic check,,,,70.6,0,2022-12-01
5118-MUEYH,month-to-month,5083.55,105.1,48,48+,False,Credit card (automatic),,,,105.1,0,2022-12-22
9095-HFAFX,month-to-month,389.6,81.0,5,0-6,True,Credit card (automatic),,,,81.0,0,2022-12-13
5627-TVBPP,one year,644.5,20.1,35,24-48,False,Credit card (automatic),,,,20.1,0,2022-12-22
2379-ENZGV,month-to-month,523.5,84.85,6,6-12,True,Electronic check,,,,84.85,0,2022-12-03
3936-QQFLL,month-to-month,39.3,19.75,2,0-6,False,Mailed check,2.0,0.0,44.33,19.75,0,2022-12-26
2589-AYCRP,one year,989.05,19.75,50,48+,False,Bank transfer (automatic),2.0,1.0,33.8,19.75,0,2022-12-07
4067-HLYQI,month-to-month,2406.1,70.4,33,24-48,False,Bank transfer (automatic),,,,70.4,0,2022-12-25
5124-EOGYE,two year,638.55,20.45,31,24-48,False,Mailed check,,,,20.45,0,2022-12-07
5057-RKGLH,two year,191.1,20.35,9,6-12,False,Mailed check,0.0,0.0,32.0,20.35,0,2022-12-09
0292-WEGCH,month-to-month,4524.05,86.2,54,48+,False,Electronic check,,,,86.2,0,2022-12-14
8910-ICHIU,one year,4664.2,95.65,46,24-48,False,Credit card (automatic),,,,95.65,0,2022-12-06
4097-YODCF,one year,3470.8,103.8,34,24-48,False,Electronic check,,,,103.8,0,2022-12-06
9715-WZCLW,two year,6910.3,97.2,71,48+,False,Electronic check,0.0,2.0,39.4,97.2,0,2022-12-14
9786-YWNHU,two year,4014.2,63.55,63,48+,False,Mailed check,,,,63.55,0,2022-12-20
6407-GSJNL,two year,1288.0,24.95,51,48+,False,Bank transfer (automatic),,,,24.95,0,2022-12-15
6005-OBZPH,month-to-month,2277.65,89.15,26,24-48,True,Electronic check,,,,89.15,0,2022-12-09
4049-ZPALD,two year,6375.8,99.0,64,48+,False,Bank transfer (automatic),0.0,0.0,31.5,99.0,0,2022-12-21
7932-WPTDS,month-to-month,24.8,24.8,1,0-6,True,Electronic check,,,,24.8,0,2022-12-10
3733-UOCWF,one year,5251.75,85.55,61,48+,False,Bank transfer (automatic),,,,85.55,0,2022-12-12
6833-JMZYP,month-to-month,1505.45,94.0,15,12-24,False,Credit card (automatic),,,,94.0,0,2022-12-09
2722-VOJQL,one year,6903.1,105.65,64,48+,True,Credit card (automatic),,,,105.65,0,2022-12-04
1310-QRITU,month-to-month,913.3,50.3,18,12-24,False,Electronic check,,,,50.3,0,2022-12-03
8961-QDZZJ,one year,5535.8,95.0,57,48+,False,Electronic check,,,,95.0,0,2022-12-07
9715-SBVSU,two year,815.55,61.4,14,12-24,False,Bank transfer (automatic),,,,61.4,0,2022-12-13
8490-BXHEO,month-to-month,1411.65,80.55,18,12-24,False,Credit card (automatic),,,,80.55,0,2022-12-14
7173-TETGO,two year,5602.25,78.5,72,48+,False,Bank transfer (automatic),,,,78.5,0,2022-12-23
7929-SKFGK,two year,8244.3,114.3,70,48+,False,Credit card (automatic),,,,114.3,0,2022-12-21
2300-RQGOI,two year,741.5,20.05,38,24-48,False,Mailed check,,,,20.05,0,2022-12-21
3563-SVYLG,two year,4375.8,62.65,68,48+,False,Credit card (automatic),,,,62.65,0,2022-12-01
5228-EXCET,month-to-month,1008.7,80.85,13,12-24,True,Electronic check,1.0,1.0,36.33,80.85,0,2022-12-12
6435-VWCCY,two year,5968.4,92.7,65,48+,False,Credit card (automatic),,,,92.7,0,2022-12-09
4998-IKFSE,month-to-month,3096.9,100.45,30,24-48,False,Electronic check,,,,100.45,0,2022-12-03
8630-QSGXK,two year,3901.25,75.2,51,48+,False,Bank transfer (automatic),,,,75.2,0,2022-12-11
2455-USLMV,month-to-month,2613.4,84.75,31,24-48,False,Credit card (automatic),1.0,3.0,33.6,84.75,0,2022-12-22
7394-FKDNK,month-to-month,853.1,89.45,9,6-12,True,Electronic check,,,,89.45,0,2022-12-24
9488-FVZCC,two year,5661.7,79.5,72,48+,False,Bank transfer (automatic),0.0,0.0,29.0,79.5,0,2022-12-10
6331-LWDTQ,month-to-month,794.25,72.15,10,6-12,True,Credit card (automatic),,,,72.15,0,2022-12-24
5995-WWKKG,one year,695.05,19.8,37,24-48,False,Electronic check,,,,19.8,0,2022-12-24
1597-FZREH,month-to-month,160.8,76.4,2,0-6,True,Electronic check,,,,76.4,0,2022-12-28
7879-CGSFV,one year,5552.05,100.9,55,48+,False,Mailed check,,,,100.9,0,2022-12-23
9921-EZKBY,month-to-month,3275.15,95.3,33,24-48,False,Bank transfer (automatic),0.0,1.0,41.0,95.3,0,2022-12-09
7432-FFVAR,one year,4236.6,90.95,46,24-48,False,Bank transfer (automatic),,,,90.95,0,2022-12-14
7246-ZGQDF,month-to-month,54.5,54.5,1,0-6,False,Electronic check,,,,54.5,0,2022-12-03
7000-WCEVQ,month-to-month,1174.35,61.6,20,12-24,True,Mailed check,,,,61.6,0,2022-12-13
0727-IWKVK,month-to-month,741.7,79.9,9,6-12,True,Electronic check,,,,79.9,0,2022-12-03
5959-BELXA,month-to-month,3019.25,96.15,32,24-48,True,Credit card (automatic),,,,96.15,0,2022-12-11
4456-RHSNB,month-to-month,962.9,49.6,19,12-24,False,Bank transfer (automatic),,,,49.6,0,2022-12-25
3512-IZIKN,two year,4759.75,65.3,70,48+,True,Credit card (automatic),2.0,2.0,22.0,65.3,0,2022-12-16
2481-SBOYW,two year,1498.35,25.0,61,48+,False,Credit card (automatic),,,,25.0,0,2022-12-12
7109-MFBYV,month-to-month,1233.15,45.45,26,24-48,False,Electronic check,0.0,1.0,35.0,45.45,0,2022-12-25
1833-TCXKK,month-to-month,4882.8,107.75,45,24-48,False,Bank transfer (automatic),,,,107.75,0,2022-12-17
1832-PEUTS,two year,5411.65,89.1,62,48+,False,Credit card (automatic),,,,89.1,0,2022-12-09
6141-OOXUQ,month-to-month,19.65,19.65,1,0-6,True,Mailed check,,,,19.65,0,2022-12-23
8660-BUETV,month-to-month,148.05,44.75,3,0-6,False,Mailed check,,,,44.75,0,2022-12-10
